sample,FP1,FP2,T7,T8,P7,P8,O1,Oz,O2
706,15.268799,-79.67212,72.75195,-26.148438,42.664795,-27.746094,-19.012922,-61.820282,-30.064697
707,12.9436035,-85.06494,63.01758,-35.762695,31.208862,-31.66504,-55.07589,-84.66193,-58.718994
708,25.654297,-71.07568,66.2041,-41.552734,34.736694,-27.828125,-52.798153,-80.80936,-52.124756
709,17.980469,-71.67993,62.09961,-32.032227,36.96997,-26.511719,-20.579021,-63.079437,-27.137207
710,24.225098,-68.38501,74.37305,-21.782227,44.754517,-25.023438,-1.871624,-50.70755,-15.141602
711,19.754639,-82.187256,68.631836,-32.38672,36.87805,-32.020508,-38.305717,-80.160736,-48.351074
712,16.317871,-86.39746,58.08008,-38.051758,30.567017,-34.472168,-59.37861,-90.776855,-66.11182
713,12.020752,-81.56909,63.070312,-41.13867,35.261475,-33.748535,-42.025063,-75.67493,-47.491455
714,17.57666,-73.551025,62.46875,-27.342773,39.21338,-31.377441,-8.6933975,-53.835327,-20.922852
715,21.41504,-77.315674,62.524414,-34.95703,30.211792,-36.162598,-21.286457,-69.23932,-36.565186
716,21.762207,-79.12988,57.35547,-35.029297,24.047852,-34.29883,-56.42729,-90.352356,-62.686523
717,19.00708,-80.48291,63.274414,-43.4834,33.28296,-35.05664,-57.077503,-87.070526,-68.295654
718,23.827148,-69.86572,76.31055,-41.98633,49.39624,-37.21289,-20.527718,-62.18155,-39.90747
719,5.69751,-89.656494,69.88281,-37.115234,39.864746,-40.368652,-13.518084,-66.412994,-35.12915
720,19.641113,-81.62427,77.305664,-28.768555,46.0437,-28.208496,-21.650942,-63.04898,-38.706055
721,10.310547,-90.90161,61.325195,-35.94336,29.197876,-28.817871,-57.18249,-85.39734,-63.57617
722,16.171387,-78.37842,59.4834,-40.223633,30.51062,-30.08496,-49.106705,-76.87747,-52.4563
723,39.351562,-48.7041,74.350586,-26.304688,52.971924,-20.003906,2.4316673,-45.6073,-19.313965
724,25.514893,-69.492676,73.12988,-23.088867,41.307983,-27.713379,-6.0976105,-54.14377,-26.568604
725,19.525879,-83.56494,68.28125,-32.916016,35.17395,-28.83496,-41.24225,-75.66095,-54.983887
726,8.890625,-85.13257,69.60254,-43.73047,49.19934,-26.14795,-41.899517,-70.22458,-54.495117
727,9.834717,-83.78784,74.57617,-41.003906,53.641968,-31.166016,-23.741135,-58.81021,-41.968994
728,16.392334,-70.117676,77.91406,-23.41504,51.732178,-25.66504,-1.6990128,-48.462463,-23.729248
729,27.286133,-67.403076,72.35156,-28.24414,42.80786,-32.25293,-16.108831,-61.709747,-40.98535
730,28.188232,-70.198,60.63867,-34.063477,31.115845,-34.299805,-51.288696,-82.17758,-67.52344
731,24.9729,-69.13306,68.28027,-38.078125,43.731323,-22.47754,-44.4858,-68.15167,-53.128662
732,16.432617,-75.17554,77.458984,-37.168945,51.11194,-27.791016,-8.491158,-45.306732,-28.565674
733,14.172607,-83.430664,76.424805,-40.445312,47.327637,-40.6709,-5.8514557,-52.86371,-36.57959
734,24.704346,-73.50293,79.95996,-31.59375,51.500366,-26.85254,-22.591581,-58.17383,-43.06665
735,27.830566,-70.832275,68.086914,-42.041992,39.12036,-38.10742,-55.47128,-77.8009,-66.95703
736,19.237793,-75.33423,63.335938,-55.786133,33.41992,-44.729004,-39.706814,-70.69318,-59.091553
737,16.91626,-78.24585,78.70801,-42.899414,56.888428,-29.973633,5.770584,-36.773224,-22.888184
738,16.36792,-82.67334,72.89844,-36.067383,40.763184,-30.083496,-17.058058,-56.851105,-38.388428
739,15.508301,-82.09619,68.075195,-45.254883,36.399292,-30.592773,-43.428257,-70.52637,-58.676025
740,18.69336,-77.012695,73.74609,-42.84082,42.229492,-24.832031,-48.132053,-72.159485,-60.294434
741,31.858398,-62.86743,77.47754,-32.40625,46.581787,-26.78955,-14.807844,-49.93701,-37.825195
742,27.690674,-69.80469,77.03613,-36.870117,48.12744,-29.806152,-0.65942764,-45.167328,-28.058105
743,24.176758,-79.478516,70.416016,-41.81836,36.626465,-30.746582,-32.389473,-70.6485,-53.600098
744,27.004883,-75.94995,75.74805,-40.4834,43.415283,-18.187988,-43.570026,-71.5401,-55.953857
745,17.589355,-72.39697,75.53027,-56.725586,43.91626,-30.663574,-37.535748,-68.50989,-52.678223
746,12.381348,-80.3667,65.086914,-59.487305,42.080322,-41.033203,-14.518648,-62.856598,-40.989746
747,18.481445,-80.35596,73.21777,-40.088867,44.789307,-31.515137,-12.802019,-61.42334,-42.84912
748,9.064697,-91.60474,63.249023,-55.751953,30.142822,-39.291016,-52.10462,-90.98251,-75.54224
749,12.770752,-82.13721,69.15625,-43.9209,42.860596,-18.543457,-43.535995,-74.87991,-57.04492
750,6.998047,-82.85864,64.03613,-48.23535,40.3385,-22.197266,-25.011387,-62.584564,-40.621826
751,33.341553,-59.276123,78.50391,-25.97168,47.03784,-13.421875,2.4514847,-43.48001,-21.294922
752,19.065674,-77.4812,63.63965,-40.49121,28.28601,-20.428223,-28.167023,-62.4097,-46.52881
753,24.632324,-70.389404,72.59277,-33.844727,43.958862,-8.508789,-37.09891,-59.6615,-49.238525
754,21.794922,-66.100586,77.5791,-41.1875,45.90039,-19.409668,-30.23882,-60.576904,-49.029785
755,16.770508,-65.57495,74.81055,-42.04492,52.331543,-26.252441,-2.4310036,-43.83188,-29.585693
756,6.6066895,-80.77173,64.59473,-34.9541,39.117676,-17.81543,-2.390892,-38.78531,-21.745605
757,14.015137,-74.05005,52.71875,-32.98047,24.772827,-14.584961,-36.60215,-58.16501,-45.865234
758,13.294922,-76.39331,62.16504,-43.719727,32.937134,-15.959473,-50.74965,-68.07309,-57.27954
759,6.0441895,-76.10889,67.31445,-47.085938,43.539795,-22.205566,-22.928415,-55.358032,-39.74756
760,12.812012,-65.91016,76.4541,-30.964844,47.65796,-18.36084,9.317593,-36.570007,-18.351318
761,14.425537,-73.39575,65.81152,-40.47168,39.64966,-24.351074,-10.304926,-46.436615,-36.780518
762,24.664795,-65.09473,67.03125,-32.286133,44.085815,-7.710449,-29.55196,-54.049896,-47.552246
763,20.358643,-63.831055,59.558594,-43.854492,35.84192,-17.406738,-38.05712,-64.769806,-54.522217
764,13.200684,-67.27734,70.98633,-41.270508,49.50476,-13.265137,-2.635086,-37.581177,-22.440186
765,29.219482,-59.44287,85.174805,-29.067383,55.500977,-11.099609,19.350193,-24.564697,-11.79248
766,8.567383,-82.253174,66.75195,-43.98828,38.809937,-29.648438,-22.741125,-56.108368,-47.13452
767,16.57373,-72.15381,74.55469,-43.148438,48.801636,-16.27539,-32.51213,-55.472137,-49.057373
768,15.955078,-69.39795,70.28906,-51.796875,46.656494,-28.05957,-17.182394,-46.60141,-40.440918
769,15.391846,-66.946045,73.90332,-42.1709,52.151978,-23.407715,11.522846,-29.879028,-18.50415
770,15.761475,-68.551025,76.08008,-29.395508,52.703613,-10.222168,10.551556,-30.434937,-21.316895
771,4.9453125,-83.1499,67.22266,-45.052734,36.350586,-19.534668,-29.584938,-57.46927,-54.132812
772,13.464111,-74.43359,74.38672,-52.05664,43.098267,-20.96582,-31.259438,-55.117157,-53.05957
773,8.978027,-75.33862,75.79492,-58.710938,40.16382,-34.489746,-18.593504,-52.868134,-43.061035
774,24.5354,-66.1228,86.243164,-39.816406,54.276245,-20.228027,16.404247,-29.64502,-18.420654
775,20.576172,-75.926025,78.24414,-37.875,45.16565,-10.562988,-6.583872,-40.423492,-32.24048
776,1.994873,-91.72705,54.618164,-58.197266,27.953247,-22.020996,-43.441833,-65.4382,-62.92456
777,14.987061,-69.492676,71.822266,-48.335938,43.459106,-12.451172,-17.527912,-44.32547,-33.503418
778,12.508057,-69.26416,74.512695,-44.152344,46.998535,-14.068848,7.7295494,-30.554321,-16.983887
779,13.491943,-73.09448,72.02246,-38.70996,35.31079,-20.034668,-3.6655083,-40.358887,-26.921387
780,20.29541,-66.61401,63.706055,-43.601562,22.693726,-18.566406,-40.43824,-65.91873,-58.688965
781,22.152588,-63.261475,74.37109,-46.885742,42.75818,-10.319824,-30.674623,-53.967834,-46.576416
782,15.252686,-63.367676,66.56055,-55.273438,41.31555,-16.817383,-1.7067413,-36.361877,-25.841064
783,20.918457,-57.655273,74.58008,-33.353516,49.19336,-5.4506836,26.723713,-17.448761,-3.1108398
784,13.0720215,-73.39697,67.58789,-43.308594,37.93286,-15.373535,-3.4881153,-37.661835,-31.91455
785,5.753662,-88.038574,58.929688,-68.947266,26.608643,-30.800293,-46.53614,-70.683105,-66.9834
786,27.55664,-57.019287,68.200195,-48.85254,38.95349,-11.96875,-25.998386,-51.70166,-45.04541
787,15.994141,-70.24609,75.92578,-52.805664,47.095093,-22.58252,8.528732,-37.204956,-23.196533
788,12.150391,-78.04028,66.28223,-54.757812,36.99341,-29.243652,4.021126,-44.359802,-35.298096
789,14.852051,-83.41382,66.3916,-58.36621,29.164185,-23.472168,-28.42317,-61.506897,-56.462646
790,12.977783,-81.5874,66.756836,-58.164062,33.28308,-16.187988,-41.703747,-62.579987,-56.460938
791,10.261719,-80.32373,60.319336,-71.56543,29.682495,-34.72705,-29.240211,-58.97052,-52.191162
792,11.981445,-72.688965,66.35547,-62.134766,31.249023,-39.47754,-2.6636734,-50.02899,-46.299072
793,22.444824,-68.31006,75.9375,-49.80957,43.757935,-24.168457,-2.2598572,-46.632202,-44.45166
794,5.9106445,-82.99927,66.75098,-61.072266,29.807251,-21.103516,-35.845676,-64.094574,-62.503662
795,3.3757324,-82.79004,68.90625,-67.666016,37.90857,-32.749023,-15.462765,-47.71518,-48.2666
796,9.673584,-69.57617,70.80371,-50.323242,43.242554,-24.254395,12.359531,-30.226654,-25.807861
797,18.211182,-65.786865,76.17578,-41.0791,38.93152,-18.312012,-1.9803658,-40.740967,-38.67334
798,10.603027,-73.20361,56.00293,-51.198242,24.29956,-11.77002,-40.047943,-64.65683,-56.45996
799,2.8310547,-85.58765,51.86914,-66.6709,21.71753,-23.219238,-42.301712,-67.16226,-61.075684
800,16.168945,-73.25464,73.84668,-53.70996,45.763428,-15.708008,14.079849,-25.827698,-21.48584
801,-4.659912,-95.95581,61.069336,-68.70215,27.408691,-36.19287,7.2290154,-43.966064,-33.6792
802,12.457275,-77.24951,73.76172,-45.620117,38.447998,-4.9677734,-3.2983074,-40.15622,-30.386475
803,8.904297,-83.59546,66.72461,-59.085938,28.609863,-11.078125,-34.70593,-56.440643,-50.895264
804,6.3376465,-77.710205,61.91504,-69.265625,30.028687,-21.308105,-23.710749,-55.42041,-48.78711
805,11.210205,-72.27417,74.57324,-52.617188,40.060303,-17.195312,13.508606,-40.557037,-28.514893
806,10.856201,-81.54956,70.61914,-58.351562,31.614258,-21.601074,5.5995483,-50.40094,-37.70166
807,15.585449,-77.22681,68.49219,-57.838867,33.624756,-15.938965,-20.176323,-62.47003,-55.61963
808,19.398438,-72.13989,68.85156,-58.05371,39.856323,-12.638184,-20.151905,-55.50879,-51.241455
809,28.108398,-58.901855,82.97363,-47.112305,50.651367,-3.0288086,14.242428,-30.599213,-20.045166
810,36.79419,-51.029297,82.13379,-33.157227,45.916992,-8.784668,24.189568,-27.827515,-17.197998
811,54.06958,-43.21753,77.75293,-33.713867,36.961792,-5.6655273,6.592449,-38.184296,-31.197021
812,61.950928,-37.861572,69.66699,-46.239258,35.94214,-7.361328,-18.987349,-49.395966,-46.93921
813,91.90039,-8.914795,88.081055,-44.635742,56.607056,1.2441406,2.0591164,-32.463196,-26.156738
814,105.700195,-0.8547363,89.762695,-45.148438,51.9021,-5.8081055,26.399326,-17.781097,-9.047852
815,115.41162,8.653809,88.50488,-35.91211,46.946533,0.07373047,25.886078,-18.375519,-9.9782715
816,110.40723,4.058838,85.731445,-33.063477,39.67102,5.758301,-8.864847,-42.16086,-38.790283
817,103.688965,2.1574707,82.05469,-42.17383,43.47058,8.353027,-10.126595,-37.676117,-33.67627
818,82.235596,-11.743652,76.16113,-54.21875,42.12256,1.8046875,10.433418,-22.908142,-11.779541
819,63.73047,-28.606934,81.09277,-48.211914,54.292725,-3.2641602,40.416523,-12.095764,1.1777344
820,63.940918,-29.755371,78.21777,-42.77539,42.203247,-9.95752,9.128281,-40.393402,-31.172607
821,52.82202,-44.28589,71.68457,-55.279297,35.335205,-8.868652,-25.207714,-58.611725,-52.928223
822,53.39673,-35.072754,80.87305,-49.492188,50.238525,2.5170898,-2.5413475,-39.62216,-35.672607
823,43.14502,-39.03882,76.03906,-40.979492,47.171265,2.9262695,33.928722,-13.224213,-5.854248
824,44.253906,-45.828857,80.59863,-39.256836,48.415894,1.6835938,42.905956,-3.495575,6.13208
825,35.931396,-52.880127,74.018555,-42.432617,40.180054,2.043457,7.2582703,-31.493011,-21.592285
826,24.77002,-63.441406,71.197266,-62.90918,32.88098,-6.3999023,-24.194677,-56.578552,-51.4187
827,27.60205,-56.157227,77.18457,-61.6084,38.263794,-12.166504,-2.9924011,-52.66388,-40.660645
828,21.901611,-56.894287,78.515625,-55.46289,42.90979,-13.237793,24.703388,-37.939423,-24.086182
829,28.606201,-57.03369,77.512695,-42.52539,40.261475,-7.637207,14.164532,-40.500763,-30.010498
830,3.5891113,-84.619385,58.86133,-63.658203,24.123291,-21.293457,-24.696892,-63.2583,-56.791504
831,11.429932,-71.55542,73.03906,-61.79297,46.81311,-4.5288086,-6.8720055,-40.77411,-36.123047
832,0.46948242,-73.490234,74.32617,-57.64453,50.30127,-6.5112305,25.774784,-23.784119,-13.504639
833,11.621094,-70.80078,77.706055,-51.561523,41.61841,-13.690918,30.255512,-29.343597,-19.683594
834,20.03833,-66.84277,70.609375,-42.916992,37.00818,-4.5146484,8.020805,-39.413788,-32.876465
835,10.088135,-80.85547,53.745117,-68.234375,22.086792,-21.07666,-33.4469,-67.99005,-61.61255
836,10.387451,-71.77515,74.487305,-58.396484,48.030273,-5.0932617,5.8178635,-32.626923,-25.1792
837,12.574951,-67.02734,87.1084,-43.930664,58.423218,0.92578125,45.93561,-10.428314,1.847168
838,10.11792,-75.0271,82.97461,-40.057617,50.989258,-1.550293,33.686176,-21.487549,-13.053711
839,10.553223,-78.91333,73.91504,-51.63965,37.860596,-5.11084,-7.8991413,-48.29126,-41.52588
840,10.26001,-74.95288,69.31348,-56.510742,36.456665,-3.9736328,-18.418781,-53.598297,-39.902832
841,8.746338,-75.795654,75.740234,-55.29883,50.082764,-2.7368164,19.40004,-28.805054,-16.295898
842,7.212158,-75.89917,75.819336,-49.86914,47.12854,-7.142578,31.506107,-27.030853,-11.131836
843,0.048828125,-87.135254,67.11621,-48.310547,34.50293,-6.0151367,6.466484,-44.356262,-33.64038
844,1.4289551,-89.18555,64.918945,-59.588867,27.02063,-9.583496,-22.86958,-58.46747,-54.345947
845,9.841064,-74.04614,63.23828,-59.958008,27.893555,-10.667969,-12.322773,-52.532104,-45.37622
846,11.698486,-67.869385,70.71973,-54.02246,35.873535,-16.084473,21.256123,-36.885834,-25.01294
847,11.777344,-73.96265,72.09668,-44.975586,34.639404,-13.012695,27.172958,-33.954773,-22.15039
848,-1.0124512,-89.52832,66.36133,-57.57422,30.699219,-15.907227,-0.99287796,-55.15753,-49.687256
849,3.048584,-80.64551,68.13965,-65.024414,40.009766,-10.180176,-11.178919,-53.028473,-50.49707
850,0.22851562,-79.00073,69.23047,-62.14746,41.850098,-14.729492,10.239727,-43.367218,-36.13794
851,18.066895,-58.91577,71.706055,-36.17285,40.479614,-0.31201172,38.02879,-21.853058,-4.2385254
852,9.932617,-68.741455,70.24902,-35.592773,38.934937,-0.030761719,22.491516,-34.532196,-19.405762
853,4.9797363,-74.30884,64.75781,-52.29004,32.475098,-9.582031,-10.497488,-58.260315,-49.462646
854,11.858643,-61.930176,73.03418,-48.820312,43.452515,0.9604492,-1.5449028,-46.99704,-33.42383
855,1.786377,-70.539795,73.33008,-54.200195,44.785034,-7.8251953,31.87495,-32.92694,-17.690918
856,1.0356445,-77.40112,76.478516,-41.39746,44.489136,-0.9169922,39.987667,-23.924713,-7.576172
857,14.082764,-65.50928,75.95703,-36.333008,41.112427,4.114746,11.672825,-40.444763,-25.529541
858,16.304443,-62.012207,74.918945,-44.250977,42.286133,2.9091797,-0.9484787,-47.241882,-38.173584
859,2.352295,-65.634766,73.291016,-51.958008,43.15027,-3.6088867,11.821178,-44.48285,-33.10205
860,-0.43774414,-66.200195,70.49707,-56.609375,39.408203,-8.689453,34.706867,-33.668762,-14.326904
861,10.532227,-60.132812,80.39551,-39.490234,48.129883,9.452637,40.464222,-18.457,-3.3205566
862,0.40576172,-77.66113,66.92383,-55.373047,30.87793,-9.803711,-3.8885136,-52.633698,-42.99463
863,17.432861,-59.020264,72.57617,-59.46289,30.343262,-5.9907227,-14.7971,-63.411255,-50.709717
864,-0.16308594,-67.677734,66.92676,-66.66699,36.485107,-18.237305,13.941265,-47.57242,-34.120605
865,4.880615,-63.307617,80.91211,-52.026367,42.718018,-11.534668,36.376255,-35.029297,-21.091064
866,11.814453,-63.73999,80.74512,-42.594727,46.60388,1.7177734,19.444092,-42.434418,-27.382812
867,7.303955,-70.06714,70.6582,-52.7041,43.182373,0.43115234,-2.9746094,-48.611298,-35.212646
868,3.2036133,-69.73096,66.293945,-62.759766,38.774536,-11.353516,5.3484764,-42.653046,-29.777588
869,18.648193,-48.593506,79.30762,-41.220703,42.44348,-1.6079102,38.99374,-28.302887,-10.929443
870,10.613037,-62.797363,71.89258,-42.6084,33.545288,-9.787109,21.047123,-42.045044,-25.671875
871,5.6157227,-67.96802,72.83887,-46.18457,37.052734,0.8725586,-0.9235306,-49.625122,-36.94043
872,1.5185547,-65.83032,71.54297,-59.2959,37.15271,-1.3959961,-6.26153,-53.989838,-37.132324
873,4.3100586,-57.969727,80.99512,-52.64258,51.479126,-1.434082,30.796963,-33.89563,-16.484863
874,-12.061768,-76.15698,63.348633,-64.13086,31.11316,-18.46289,32.069103,-39.775024,-19.015625
875,6.6381836,-66.278564,61.132812,-59.691406,27.93103,-6.4941406,10.605934,-42.277008,-26.979492
876,-5.6347656,-83.20825,59.5,-74.56738,28.798706,-6.972168,-15.709497,-58.822906,-44.652588
877,6.5820312,-67.23511,74.15527,-66.75,41.274536,-10.723145,5.3039627,-53.13623,-38.976807
878,0.28881836,-65.35278,77.10742,-61.69922,46.977783,-15.482422,34.94634,-35.7175,-16.622559
879,-8.78833,-77.61548,67.43359,-61.179688,29.431396,-14.663574,27.939583,-39.857605,-15.962158
880,-3.182129,-73.70752,72.05371,-56.14453,39.756104,-1.2177734,14.7537155,-40.202637,-22.303955
881,1.064209,-65.36865,64.08203,-66.27637,37.49292,-4.470215,1.8514633,-48.54654,-33.767334
882,1.6779785,-59.627686,61.510742,-69.81055,35.35144,-9.595703,15.14978,-42.68698,-20.442871
883,-12.694824,-72.20532,69.29785,-61.65039,39.236572,-12.864258,29.85365,-42.341187,-18.556885
884,1.0405273,-66.381836,75.67383,-49.905273,44.688477,-2.678711,21.3026,-43.255432,-23.361084
885,-3.3444824,-73.743164,66.54785,-67.15234,35.529785,-4.5664062,-1.6567268,-53.358704,-37.139404
886,-2.8596191,-70.950195,59.874023,-74.70703,31.556152,-11.992676,0.93976974,-50.02231,-30.844482
887,6.437256,-53.994873,68.17676,-57.887695,39.9209,-9.849609,28.95863,-29.332611,-9.205078
888,3.8308105,-64.864746,71.856445,-61.03125,39.12903,-13.919922,30.603428,-34.599518,-10.582275
889,5.0788574,-68.04224,75.103516,-50.14258,39.25232,-1.1689453,6.8318596,-51.473633,-33.901367
890,-4.6083984,-76.96997,62.84961,-58.210938,34.580444,2.3925781,-3.802866,-47.779877,-32.013916
891,-2.8417969,-61.84375,69.00195,-53.97754,45.901123,7.9643555,25.49807,-23.941315,-2.5917969
892,0.15625,-58.283203,66.59961,-47.84375,46.2229,0.3959961,48.237194,-14.322968,10.230225
893,3.6989746,-61.24048,71.052734,-45.51758,37.744385,-3.0986328,31.354473,-34.714417,-14.33374
894,11.409912,-55.379395,69.08789,-48.14453,30.338135,4.2998047,-9.591526,-55.5477,-39.371094
895,-8.906494,-71.233154,59.69922,-66.72754,24.58374,-6.15625,-17.83758,-64.53949,-43.598145
896,-12.689209,-66.38843,64.46582,-59.976562,35.493042,-2.918457,22.82899,-33.578827,-12.209473
897,-4.0493164,-62.77417,69.20508,-43.248047,42.188232,10.157715,44.46282,-18.113037,5.435547
898,-5.8066406,-64.976074,52.83496,-41.210938,17.95935,9.754395,-3.6931362,-52.68042,-28.581787
899,0.55737305,-62.822266,61.220703,-55.804688,25.847412,4.616699,-14.384981,-54.195587,-37.13452
900,-1.1303711,-58.384033,66.08887,-55.862305,39.95459,8.964844,13.532925,-31.310577,-12.2771
901,0.13793945,-52.998047,66.30469,-49.92285,38.200928,0.30029297,33.500973,-28.314758,-7.7487793
902,-0.82299805,-59.583008,59.566406,-49.760742,28.234497,0.70166016,20.275242,-36.90091,-19.89917
903,4.5375977,-59.07373,60.993164,-61.992188,22.466919,5.361328,-8.5612545,-60.372467,-38.072754
904,5.4821777,-51.139404,63.432617,-57.882812,31.411377,20.641602,-6.6593094,-48.307953,-21.309814
905,-3.0847168,-58.12329,64.3291,-58.30664,30.66687,11.663086,19.105896,-35.77069,-2.805664
906,2.5559082,-55.75122,72.04004,-48.0791,42.640625,8.20166,43.203243,-21.935791,6.3720703
907,4.588623,-58.07837,71.33203,-44.22461,34.385742,11.665039,17.781345,-39.505554,-14.877197
908,0.44848633,-64.308105,63.828125,-60.078125,25.600464,4.2504883,-15.639259,-58.50656,-33.86963
909,-3.5773926,-64.66455,63.444336,-71.799805,25.134155,-4.8095703,-2.1120186,-49.50009,-23.976074
910,-13.971191,-70.2771,61.624023,-70.70801,33.14453,-7.61084,25.250565,-34.919434,-9.219482
911,8.442139,-52.42163,73.31836,-50.401367,36.678467,5.430176,28.275547,-33.506256,-1.6032715
912,12.950928,-53.98584,68.07129,-51.85547,28.614258,5.4223633,-4.8935604,-51.252716,-22.49585
913,0.28979492,-60.503906,61.679688,-60.529297,29.64087,5.0625,-20.270351,-58.19803,-33.856445
914,-1.3200684,-58.09546,63.535156,-64.77539,30.592773,-9.001953,0.066230774,-54.227295,-24.979248
915,-2.9851074,-62.64209,65.40918,-53.737305,35.15271,0.030761719,24.266388,-43.400665,-6.479004
916,-4.8632812,-65.63452,60.163086,-49.73535,23.452148,1.3681641,1.7810783,-54.272522,-22.64087
917,-4.531494,-64.601074,60.226562,-53.282227,22.285034,12.224121,-21.490341,-62.072266,-35.27173
918,-10.941162,-62.30371,60.2041,-66.75098,28.412842,3.5766602,-9.515505,-52.657166,-20.334229
919,-9.193359,-62.81299,66.461914,-64.88379,38.466064,-5.3793945,19.631203,-42.283997,-6.506836
920,-12.228027,-68.308105,67.98047,-52.390625,34.95508,-4.5932617,22.749165,-45.095062,-15.191162
921,-11.645508,-71.309326,61.390625,-56.876953,30.739014,-2.1044922,-1.7474709,-59.78238,-31.895752
922,-16.811523,-77.420166,55.158203,-71.69336,25.73291,-2.621582,-17.192345,-61.45819,-38.67041
923,-7.0925293,-63.01831,71.49707,-64.37109,47.200195,9.604004,20.023777,-30.11023,-3.1748047
924,4.911133,-46.864502,76.930664,-45.240234,49.545654,14.819824,40.40108,-19.918518,13.879639
925,2.488037,-59.08716,67.85449,-50.74414,28.217285,-1.6499023,7.2317734,-53.158844,-20.468018
926,0.48754883,-61.73413,75.54004,-49.35547,42.12744,15.79834,-1.0735741,-46.887634,-19.241943
927,-9.537109,-73.933105,64.5293,-75.30859,32.0813,-5.557617,-12.32243,-54.77359,-35.65918
928,-2.0793457,-59.929443,70.08496,-67.00586,41.897217,-11.268555,15.493397,-41.829834,-15.902588
929,-5.4052734,-64.22534,68.484375,-52.78711,42.104614,-5.0825195,27.865604,-37.578857,-7.2646484
930,-14.883057,-76.117676,62.291016,-53.523438,33.519897,5.751953,-0.69418716,-50.03296,-20.374023
931,-3.571045,-63.88745,65.243164,-51.61328,39.646973,19.697754,-7.678076,-46.243805,-17.814697
932,-13.749023,-68.89014,60.03711,-66.93555,35.17932,2.6142578,-0.14503479,-46.78244,-19.134033
933,-3.2197266,-58.835938,72.40527,-48.823242,46.817627,9.407227,34.25118,-30.633362,5.4279785
934,-7.236328,-68.16699,61.450195,-51.811523,30.4729,-1.4301758,20.489342,-39.459473,-11.451904
935,6.2487793,-56.076416,70.29883,-46.030273,36.82141,14.665039,-9.280453,-48.88315,-22.79248
936,-11.665039,-76.612305,60.960938,-73.91992,31.253906,-3.4770508,-29.70085,-67.412964,-40.99341
937,-11.897217,-69.86987,66.63672,-65.19336,40.26953,-0.6591797,8.245602,-44.309204,-13.693115
938,-9.244873,-64.802246,73.71973,-47.808594,45.209106,8.859863,35.43944,-24.188171,9.562744
939,-19.389893,-81.755615,56.302734,-61.918945,31.086914,-3.724121,4.7170753,-46.56079,-21.515137
940,-9.529541,-73.37915,55.879883,-62.128906,28.793335,3.0092773,-22.096886,-59.726044,-40.473145
941,2.4260254,-58.85083,66.99219,-54.385742,41.58777,18.687988,-2.47081,-41.656372,-14.304932
942,-1.6948242,-58.50122,74.944336,-52.875,51.307617,17.40332,33.875477,-18.61258,14.8984375
943,-1.0358887,-67.19629,75.29492,-50.788086,52.36035,10.061035,39.398266,-18.97705,6.668457
944,4.010742,-67.7876,71.75,-57.836914,36.65747,6.6782227,-1.9803581,-49.370087,-27.504639
945,14.518799,-50.2229,65.61621,-60.353516,30.236206,0.65234375,-23.23108,-62.551727,-42.601074
946,15.523193,-47.29834,70.65137,-65.56641,36.73633,-4.211914,3.4859848,-45.557587,-21.629639
947,4.95459,-50.883545,68.64551,-50.865234,34.83362,1.7910156,17.095524,-38.62805,-4.2160645
948,10.6623535,-55.270752,67.85156,-46.34961,37.19397,9.84082,8.843563,-39.483246,-11.744873
949,8.975342,-57.6792,74.64746,-54.779297,47.924683,12.280762,-6.082304,-45.38687,-20.36499
950,-7.6225586,-69.16382,64.25293,-85.38379,36.69397,-12.481934,-11.421009,-49.821533,-27.550781
951,0.11303711,-55.41577,65.328125,-68.33496,34.28308,-15.520508,8.171207,-38.231903,-13.065674
952,19.429688,-39.15918,73.01758,-42.83203,33.337646,-2.2998047,16.368954,-35.862946,-7.654785
953,15.04541,-46.715332,69.99609,-42.978516,30.787476,8.565918,-15.418798,-56.00006,-31.293457
954,16.267578,-44.814697,75.50781,-42.250977,48.466797,28.066406,-9.683403,-46.942596,-19.718506
955,2.9611816,-56.31958,65.59863,-67.71094,41.118042,4.746582,2.9787369,-38.55237,-13.020752
956,1.8183594,-56.77466,75.02344,-58.572266,41.331177,-2.2685547,23.155682,-27.161072,1.5788574
957,3.1437988,-60.321777,74.09863,-55.280273,37.18286,-7.168457,7.661213,-43.158142,-16.388184
958,-0.54907227,-67.50073,60.390625,-64.7793,19.089355,-8.555176,-37.980537,-72.80005,-47.31128
959,2.9936523,-55.33838,58.109375,-67.11133,26.515503,-2.15625,-33.304527,-67.609314,-43.24951
960,3.4938965,-50.543213,74.44238,-55.48047,50.837402,7.275879,19.584309,-35.107147,-4.6347656
961,-8.902344,-64.49194,70.97656,-59.213867,49.599487,1.2236328,31.639523,-30.171997,3.104004
962,0.36376953,-58.43213,77.115234,-51.91211,46.239624,9.098633,5.7676888,-41.295197,-11.728027
963,-0.6533203,-60.047607,68.88672,-64.043945,39.257202,-0.9223633,-24.860874,-54.227753,-30.696045
964,7.0617676,-46.37915,76.299805,-63.25,47.558838,-0.46191406,-0.5819588,-40.691864,-15.305664
965,10.38623,-46.065918,79.046875,-58.121094,53.539185,-9.429199,24.397995,-31.874725,-7.958008
966,12.991943,-46.459473,82.20996,-49.868164,48.355347,0.029785156,12.697239,-44.419952,-14.867676
967,15.437012,-46.55249,79.5332,-44.939453,44.874023,9.225098,-17.426155,-55.748505,-27.802979
