sample,FP1,FP2,T7,T8,P7,P8,O1,Oz,O2
540,99.593506,-71.1709,108.05859,-43.08789,28.93274,28.208984,8.767841,-61.98639,1.2243652
541,98.06348,-70.629395,108.43652,-37.948242,37.577637,41.518066,-4.1177177,-73.00751,-16.928955
542,89.59424,-76.5,106.19238,-50.126953,46.890137,55.947266,9.805637,-54.50827,2.545166
543,85.061035,-74.79199,101.25195,-54.049805,43.186035,51.466797,48.31798,-24.576508,39.43921
544,90.78027,-64.09277,108.381836,-28.472656,45.597168,67.024414,68.00072,-3.6732483,66.651855
545,91.82178,-70.62109,100.92969,-27.910156,30.69226,59.708008,25.561085,-35.155792,31.957764
546,78.66821,-83.4375,86.24805,-57.129883,17.172974,43.112305,-28.31562,-69.85129,-5.6225586
547,90.8396,-71.36182,101.94238,-50.905273,34.346313,35.4375,-9.622185,-65.113464,-9.753418
548,104.06836,-58.560547,112.07129,-43.635742,38.30005,21.990723,19.711262,-66.33484,-5.3498535
549,99.19092,-58.25171,105.19629,-33.458008,42.075806,46.265137,43.48569,-38.06424,26.943604
550,102.46582,-59.774902,93.916016,-29.71582,35.692993,65.006836,28.659908,-30.358276,29.455078
551,84.625244,-75.09839,94.96973,-38.356445,43.96704,71.140625,22.57574,-31.220062,30.084473
552,84.83154,-70.2561,98.015625,-40.686523,51.90381,64.76709,39.905598,-15.355652,48.245605
553,83.846924,-73.516846,98.609375,-40.216797,40.463257,43.186035,40.20754,-29.569733,34.756348
554,92.09277,-71.3457,98.26953,-32.578125,29.636353,28.917969,14.857227,-59.259094,-3.1083984
555,95.13013,-70.6958,92.39258,-43.112305,26.960693,29.754395,-7.6644363,-80.30551,-29.698975
556,87.05078,-72.829834,95.26172,-47.53125,32.82556,50.850586,12.967266,-50.290955,10.854248
557,80.16406,-80.26416,99.66211,-49.97461,44.311768,50.393555,53.411602,-16.449951,48.79297
558,74.860596,-91.86499,96.16699,-48.31543,45.48352,57.166504,61.02094,-13.779999,56.57422
559,83.385254,-86.229004,97.74219,-35.26758,37.9812,66.79834,18.267506,-39.396362,30.401855
560,85.98511,-83.27246,81.08496,-52.404297,18.488892,46.90576,-30.952398,-75.18582,-4.650879
561,96.32959,-70.660645,94.32715,-61.887695,26.122437,14.623535,-8.932434,-71.75125,-16.998291
562,108.60791,-53.885986,114.538086,-44.458008,49.35132,9.27002,40.15366,-44.933655,4.371582
563,98.038086,-71.46802,103.47461,-32.92285,43.837036,41.103027,35.198353,-41.42575,17.775635
564,87.65137,-79.59155,86.77832,-36.870117,36.470947,65.69238,10.113873,-45.553192,18.99707
565,84.4314,-78.50098,83.225586,-42.935547,25.111084,71.728516,-3.9342194,-51.434998,21.571777
566,87.96655,-65.70459,84.88965,-48.916016,25.317505,51.63867,17.185062,-39.499664,32.904053
567,88.78516,-65.966064,95.79004,-46.445312,36.546753,38.72412,36.817722,-39.26764,27.208984
568,99.93286,-62.67871,99.34277,-51.05078,33.83374,17.668457,-0.089157104,-72.009,-20.595947
569,103.2854,-55.99707,96.612305,-48.90625,31.603271,20.52832,-21.177399,-81.43228,-31.394775
570,99.8999,-57.918457,98.978516,-46.62793,35.493652,36.934082,2.9575233,-52.9682,5.7558594
571,93.28052,-62.722412,95.06738,-37.08203,38.729492,51.374023,38.340664,-29.62439,40.680664
572,98.17822,-61.677246,100.14258,-25.84961,38.04358,63.948242,32.05044,-33.898132,37.974365
573,87.93457,-73.420166,93.356445,-36.091797,35.432495,69.18408,11.651012,-44.819244,19.881592
574,95.168945,-72.227295,97.291016,-58.20508,37.840088,42.17041,-0.74664307,-53.7464,-4.218506
575,92.68555,-68.0166,103.075195,-65.21289,36.37024,16.264648,4.906193,-58.381897,-5.463379
576,108.31641,-52.072266,116.06641,-36.55957,33.046997,24.200684,12.666187,-57.525146,11.841064
577,92.394775,-72.41919,101.47461,-36.981445,29.552856,46.70996,2.8535194,-59.486847,8.030518
578,98.00708,-69.43628,101.62598,-42.55078,36.991577,61.715332,-5.670948,-62.262573,1.972168
579,89.791016,-68.70386,108.13379,-45.10742,47.766235,64.69238,20.073986,-37.473236,24.318115
580,85.278564,-68.44238,105.17578,-41.83789,49.396973,63.004883,54.0415,-12.645691,53.374756
581,89.62866,-67.76709,105.17871,-37.77832,42.156372,51.975098,33.823513,-25.971588,34.074707
582,104.62378,-61.487305,104.32031,-47.273438,21.515259,31.016113,-37.467857,-81.72449,-26.703613
583,104.20068,-62.09546,100.58887,-49.1084,20.220825,37.966797,-49.281708,-97.450714,-28.748291
584,87.0083,-75.16553,102.31348,-60.825195,38.97998,41.336914,7.4495583,-60.73111,5.4978027
585,85.86963,-71.98291,104.41016,-56.94043,41.87805,38.046387,52.249958,-28.100739,36.990967
586,92.38208,-74.50342,105.82715,-43.924805,34.810425,51.55713,36.951977,-32.08145,33.455566
587,97.64404,-68.07031,98.69336,-42.63965,24.678345,60.29541,-12.423855,-54.52414,6.2250977
588,96.298096,-64.60254,93.319336,-55.964844,11.777954,36.659668,-45.020992,-82.72452,-19.09082
589,102.19336,-55.246338,108.44824,-50.73633,10.786743,27.827148,-22.635128,-73.92975,-2.2946777
590,84.440186,-73.94873,109.22168,-49.433594,37.215576,36.48877,20.685177,-56.019867,15.724609
591,81.338135,-83.37085,102.61719,-51.16797,38.640747,41.223633,18.281834,-53.812958,4.6413574
592,87.26636,-78.69336,94.92383,-53.573242,35.45215,49.120605,4.7759056,-49.511993,7.0288086
593,83.13159,-71.68457,98.51953,-44.624023,36.55188,55.13379,29.18311,-27.746918,40.426025
594,97.25342,-65.4812,102.91504,-30.973633,24.12024,54.512207,13.701756,-38.872406,32.44702
595,104.884766,-59.00293,104.461914,-33.61133,17.950562,40.53076,-25.375141,-77.231415,-9.272705
596,94.14868,-71.56128,94.387695,-45.308594,15.54248,42.620605,-38.08539,-90.36066,-24.924805
597,86.796875,-72.93994,94.98926,-59.895508,36.412354,36.010254,2.731205,-57.857666,3.5268555
598,99.82202,-49.905518,115.65918,-27.223633,58.5542,57.813477,57.03136,-14.982239,50.470703
599,95.00464,-64.718506,111.703125,-37.088867,43.22058,53.831543,33.402996,-34.20392,31.997559
600,101.903564,-58.5459,106.978516,-34.195312,31.765747,55.884277,-18.351826,-61.73239,2.7885742
601,121.362305,-43.30835,120.708984,-37.533203,38.57068,54.26367,-19.49221,-59.693085,0.46533203
602,115.52881,-40.50464,112.950195,-39.78418,33.407227,45.60498,0.7931709,-56.670685,13.117432
603,107.03931,-56.071533,113.24512,-40.612305,47.8396,43.59082,33.541416,-38.931854,31.486572
604,93.3562,-65.72876,113.70117,-38.179688,50.18921,50.698242,28.155872,-35.4299,25.869629
605,102.0354,-64.46582,106.60449,-55.433594,41.18103,45.563965,-13.316864,-57.952576,1.3493652
606,106.18115,-55.721924,114.265625,-55.520508,50.4812,45.79883,-3.1507072,-52.014984,9.288818
607,99.84839,-63.0083,111.5166,-64.04199,41.75525,19.130371,11.03989,-56.587708,5.275879
608,121.11792,-41.891846,129.32715,-33.604492,51.970337,53.828125,28.353596,-36.63083,27.249268
609,110.01611,-57.07617,118.62012,-41.24121,41.484375,56.759766,5.174534,-46.819824,21.083984
610,105.15015,-62.30957,114.01758,-56.24121,41.527466,44.362793,-6.8766937,-52.125977,7.0612793
611,101.0979,-57.295654,115.17578,-52.12793,59.600464,44.237305,28.804478,-33.875397,22.335938
612,86.81665,-71.73193,113.390625,-52.714844,45.776123,31.641602,24.89883,-43.795776,20.606201
613,98.984375,-69.31421,112.74219,-54.835938,42.347534,27.947266,9.744198,-46.827423,10.8479
614,120.125244,-39.66382,129.25293,-29.004883,60.524292,59.91992,7.12817,-32.15561,20.951416
615,110.64258,-43.540527,120.60547,-38.978516,50.343872,66.396484,8.427471,-37.71219,21.374268
616,100.0813,-50.378418,123.22754,-35.6709,59.7594,67.6543,46.15272,-14.74884,50.026367
617,105.52612,-50.858154,121.38672,-38.70508,52.04431,57.84668,48.911503,-15.997742,45.615234
618,108.61011,-49.152588,120.33594,-32.788086,57.45215,66.94336,24.503567,-22.886078,37.986816
619,97.876465,-62.35083,109.737305,-55.90918,44.038208,48.776367,-14.805634,-48.926697,9.762695
620,109.45947,-48.758057,125.5918,-48.000977,62.101562,46.585938,18.763187,-29.37619,24.765625
621,110.5918,-41.354248,117.77832,-42.279297,46.078613,42.284668,30.426128,-35.05493,25.746094
622,118.13989,-45.12549,131.02344,-21.222656,63.47339,81.896484,46.834843,-11.240845,58.192627
623,108.92554,-53.21924,108.80664,-46.124023,36.941895,58.296875,-11.36438,-55.769928,11.226074
624,99.34717,-58.0979,112.84277,-49.007812,58.723267,67.16797,12.63879,-31.68512,28.393555
625,95.756836,-51.558105,116.4375,-46.489258,55.839478,49.722168,31.014713,-24.597015,35.274902
626,81.75586,-68.01367,121.5791,-42.635742,53.044678,38.410645,41.63464,-21.221466,35.21118
627,57.806152,-87.937256,105.12891,-46.447266,31.632202,27.734375,-0.5399666,-61.83676,-11.569824
628,29.301758,-113.3374,93.916016,-49.989258,31.769165,45.115234,-27.716969,-73.891785,-14.417725
629,-5.0808105,-132.63013,85.637695,-52.331055,29.40857,48.354004,-7.603039,-54.57547,12.354004
630,-41.66919,-161.59912,74.69922,-53.805664,24.66272,42.605957,18.54607,-41.8226,28.986572
631,-64.73535,-183.51343,69.94629,-58.185547,19.23462,36.88965,2.6542244,-51.26071,13.367676
632,-70.34033,-190.92651,73.828125,-64.50586,17.020386,30.878906,-26.916485,-70.095,-17.33252
633,-80.34204,-201.80249,71.28516,-81.02246,14.112793,9.684082,-46.499687,-88.66507,-41.08618
634,-79.818115,-191.01562,77.62207,-61.859375,25.69397,19.46582,-19.35587,-70.5444,-13.68042
635,-103.32202,-217.26562,73.91992,-54.953125,30.949585,41.431152,17.797077,-39.20117,30.706787
636,-116.70679,-235.38452,58.7334,-65.94531,15.25708,37.65039,0.37047958,-50.95157,10.855469
637,-126.69995,-247.63184,57.229492,-71.45703,18.788208,44.237793,-21.452656,-61.40448,-3.8535156
638,-136.5669,-251.09277,59.145508,-74.89844,27.974365,38.319336,-11.144009,-56.198853,1.6945801
639,-146.12573,-254.55933,62.02832,-80.700195,28.283691,18.379395,14.289013,-47.22278,9.825439
640,56.3667,-9.408203,78.61133,-1.9970703,63.093872,-0.7158203,-51.72738,-78.09009,-46.256836
641,45.00537,-12.756348,72.399414,-14.396484,59.468506,-11.510742,-27.714813,-72.34656,-42.473877
642,49.674072,-6.4731445,76.30664,1.4941406,69.6145,-1.4194336,12.064915,-52.41742,-15.821533
643,55.360596,-2.345459,72.15234,9.125,68.21423,11.970703,11.271084,-42.375336,-12.909424
644,53.75879,-6.612549,63.460938,0.16210938,57.25659,14.006348,-28.061607,-56.979584,-22.83667
645,49.13086,-8.548584,65.631836,-5.520508,61.872803,5.3779297,-31.054037,-62.944275,-27.126709
646,70.21387,15.094727,96.38867,7.3740234,82.997925,-16.66211,-3.9320107,-58.9711,-27.648193
647,58.418457,0.31958008,79.58984,4.901367,65.52161,-15.363281,-5.7049522,-74.16818,-40.24341
648,56.3667,-5.2995605,75.831055,8.432617,66.1272,12.488281,-11.313244,-66.2348,-32.019287
649,54.728516,-12.841064,74.37207,1.1435547,77.287476,22.50293,-14.581005,-47.325104,-15.170898
650,40.93799,-12.519531,74.5918,-2.5253906,68.68945,4.459961,-14.06868,-50.649048,-11.130127
651,50.252686,-4.8442383,81.32617,4.288086,72.27893,-13.184082,1.5945015,-50.550873,-12.389648
652,53.50659,-7.7353516,82.15234,2.1914062,71.885864,-30.723633,-14.247971,-75.138794,-45.868164
653,46.353516,-16.093018,61.282227,-4.3964844,50.224976,-22.425781,-46.91272,-101.36539,-79.555176
654,48.751953,-9.069092,69.484375,1.1054688,62.394897,10.209961,-24.65522,-67.79764,-39.806885
655,54.889893,-1.6948242,79.583984,8.977539,78.15698,12.235352,11.566769,-32.762634,4.288086
656,61.00659,7.729248,84.03613,14.87793,74.00049,4.370117,9.508854,-37.03357,3.7185059
657,55.70117,-1.3354492,72.09375,4.209961,60.441406,-15.09082,-33.605457,-72.30945,-48.270996
658,57.44287,0.068847656,77.84473,-1.4462891,69.43384,-19.10205,-44.35623,-83.08264,-78.71777
659,54.97998,2.9206543,72.225586,-2.3066406,68.94556,-21.282227,-17.473152,-71.40143,-68.60742
660,51.17383,6.638672,77.21875,13.595703,76.30176,5.32959,26.581661,-27.664093,-6.334717
661,52.077393,5.6816406,74.759766,29.483398,76.122314,25.240723,17.408619,-25.105927,3.8029785
662,54.68042,5.0092773,68.65039,25.145508,61.679443,15.395508,-41.406647,-62.974304,-36.74414
663,51.958496,5.857422,71.87598,7.451172,66.989624,-11.123047,-43.75725,-75.24661,-59.79834
664,44.871826,1.1437988,71.21582,2.1884766,69.352295,-34.861816,-15.667721,-75.67169,-72.27222
665,46.685547,0.1538086,70.2832,13.822266,67.9303,-20.597656,9.909634,-53.220123,-45.219482
666,55.15674,3.8676758,63.671875,32.456055,58.84607,12.293945,-6.521488,-43.44586,-24.845947
667,61.276123,10.482666,69.08496,27.813477,62.68811,28.131836,-28.7235,-50.335968,-26.77295
668,64.29224,18.60376,71.18848,24.601562,74.99487,23.200684,-19.920189,-53.554657,-26.17334
669,53.75171,9.438232,73.27051,13.306641,73.60864,-7.0668945,7.976246,-50.032654,-30.932861
670,55.847412,1.6650391,78.896484,21.760742,82.69519,-15.6171875,16.076412,-47.316437,-43.297363
671,61.026855,2.4467773,70.37793,31.500977,65.31958,-3.4082031,-20.417599,-56.97473,-55.788086
672,65.31079,8.44751,67.91699,15.505859,58.003662,3.2177734,-39.275063,-62.429382,-47.623047
673,56.896484,1.0402832,75.33887,4.598633,75.39612,2.0341797,-17.758629,-54.816986,-30.747803
674,50.956543,-10.2265625,77.88379,10.594727,81.0177,2.9995117,13.914036,-45.785156,-18.812744
675,52.58667,-9.987549,73.375,21.854492,72.15918,11.564453,5.060055,-40.708405,-27.074463
676,58.544434,-9.4748535,72.1084,14.75293,68.055176,-2.3901367,-29.762684,-58.289917,-55.11255
677,49.303955,-7.7111816,66.54883,3.0429688,56.951782,-19.24707,-36.31044,-68.19092,-59.390625
678,60.796143,3.6242676,75.63672,15.845703,62.196777,-8.4921875,-9.370308,-52.8591,-30.773682
679,64.62549,2.8830566,81.61621,26.844727,74.17346,-3.7993164,5.357502,-42.029755,-24.353516
680,62.93457,0.51538086,86.37988,24.25586,74.46692,10.510742,-17.089062,-54.75125,-40.524902
681,48.93213,-16.416992,70.19336,1.0712891,60.594482,-6.4506836,-42.716187,-73.164734,-65.02246
682,42.239014,-16.89795,66.94238,-2.6669922,59.827637,-15.569336,-20.022568,-55.966187,-46.941406
683,47.43994,-10.169189,75.58594,12.792969,66.3689,-12.489258,5.178608,-38.949615,-25.364258
684,67.84131,2.5004883,84.68848,26.40918,67.54736,-0.8930664,-7.0343857,-42.27002,-31.945312
685,60.284668,-12.35083,74.65137,13.105469,61.468628,-3.3671875,-50.480232,-80.87439,-69.32495
686,60.52417,-8.890869,71.603516,1.5917969,59.537598,-8.029785,-49.363884,-78.76871,-64.72876
687,59.244385,-3.1501465,81.80664,6.6660156,75.86792,-6.802246,12.065121,-35.485657,-22.789062
688,62.982178,-7.129883,84.115234,11.3046875,76.11267,-18.846191,24.867641,-27.384216,-20.057129
689,69.48755,-5.2001953,77.63281,18.0,69.28992,-8.8125,-14.487579,-51.532104,-50.09546
690,57.06421,-17.077148,64.91211,2.0664062,43.008667,-17.084473,-64.53895,-87.95325,-89.04736
691,58.902588,-4.338379,81.552734,16.15332,64.05029,-7.456543,-45.368877,-85.14688,-71.12598
692,44.128906,-20.358154,79.475586,14.43457,68.83142,-6.9155273,-3.5876617,-59.858124,-37.058838
693,36.07666,-32.73877,78.86719,14.735352,72.45459,0.21142578,8.661602,-34.982605,-21.986084
694,33.240723,-36.243896,68.66211,-0.421875,65.863525,-4.559082,-16.172802,-46.080566,-41.618164
695,52.097412,-11.190186,72.21387,13.038086,73.67651,-12.251465,-22.260906,-51.969696,-54.176758
696,43.98291,-11.045898,70.67676,10.337891,55.79834,-29.03711,-28.154682,-65.01111,-66.06348
697,48.6792,-11.82666,72.91699,21.862305,51.835327,-16.45166,-31.848755,-74.55682,-62.56787
698,58.16797,1.935791,82.99121,44.211914,69.80371,21.002441,-19.939632,-62.429535,-48.07715
699,39.135254,-16.904541,72.74805,23.168945,70.70239,23.573242,-22.182686,-46.840973,-39.513428
700,37.398193,-20.955322,67.05371,1.4033203,67.872314,-3.859375,-13.023865,-39.143402,-30.537354
701,49.17041,-7.6047363,85.45996,9.703125,85.91699,-22.891602,15.059277,-28.781464,-26.1333
702,44.661377,-25.23999,80.58008,1.5996094,67.25403,-49.60205,-15.100441,-61.81125,-66.964355
703,52.356934,-14.848877,86.046875,19.964844,69.28723,-15.62793,-37.53228,-72.28714,-74.678955
704,40.092285,-16.30371,72.82031,17.166016,77.93042,7.2216797,-36.810135,-68.46332,-59.20703
705,40.582275,-11.144043,75.62793,24.49414,80.64441,22.837402,18.322224,-19.287964,-4.9907227
706,51.619873,-7.496338,78.56152,30.601562,89.136475,12.402832,39.44237,-6.8306885,4.4262695
707,46.80835,-17.560547,72.07324,13.630859,69.80591,-15.47168,-4.1842957,-42.885254,-43.787354
708,56.597168,-11.733643,74.26367,7.7841797,62.695557,-26.251465,-43.551167,-68.04767,-78.3689
709,50.77173,-18.085205,75.802734,-7.5527344,55.863037,-42.9292,-57.37162,-81.8161,-89.95752
710,47.38159,-13.380615,81.6582,6.510742,65.848145,-29.21289,-22.579292,-68.699585,-60.061768
711,51.628906,-10.8828125,85.12012,30.413086,78.541504,15.629883,22.84225,-26.497559,-8.093262
712,55.82129,-13.130127,79.38867,26.95996,77.822754,17.33545,6.6219063,-31.60376,-22.63794
713,66.8811,-3.8996582,77.14258,16.139648,72.8761,6.658203,-17.58311,-40.840637,-40.361572
714,60.57007,-5.1992188,86.0791,15.041992,73.24158,-16.5542,-17.135517,-46.794067,-45.25293
715,57.691406,-8.279785,79.22266,14.432617,58.579468,-41.71045,-24.834892,-63.40503,-62.340332
716,46.07788,-22.975586,75.521484,12.238281,49.35193,-39.978027,-49.011707,-83.981476,-83.311035
717,34.084473,-39.39209,66.262695,3.6669922,51.745117,-11.506836,-44.75009,-73.3757,-67.82349
718,31.969727,-33.154785,65.12891,4.6845703,69.95093,-3.3144531,-15.237061,-45.9205,-43.135742
719,37.67505,-19.345947,78.37305,15.71875,78.5719,4.525879,20.210255,-21.01825,-10.696777
720,57.770752,-1.6977539,91.546875,36.76953,81.12341,10.475098,20.2541,-12.858887,-7.5043945
721,56.28662,-5.657959,77.12109,28.238281,43.96216,-19.02246,-57.218307,-72.74463,-70.45532
722,53.975098,-14.643311,72.924805,-0.015625,37.510254,-47.919434,-88.20347,-103.03323,-110.93091
723,54.906494,-8.093018,82.086914,4.1259766,75.39819,-25.346191,-25.75204,-60.997192,-66.90527
724,48.998047,-16.991943,93.2959,22.94336,91.121704,13.111328,38.710796,-11.722473,-3.039795
725,48.364746,-11.54541,85.06543,39.18164,80.01575,21.792969,28.20103,-12.861237,-7.8757324
726,41.603027,-25.154297,68.4375,12.615234,49.702393,8.7265625,-38.093327,-58.759125,-50.84326
727,54.452393,-2.9248047,76.11914,18.09668,56.467407,0.03955078,-48.344887,-67.50549,-61.184326
728,59.508545,5.715576,83.78906,13.250977,63.39734,-39.64746,-24.632092,-61.525238,-64.98584
729,56.103027,0.49438477,87.09375,20.873047,73.16577,-38.754395,4.4451866,-49.170685,-55.2959
730,55.631836,-11.622803,79.646484,19.170898,71.658936,-9.686035,3.6432915,-41.742004,-47.372803
731,50.600098,-11.428711,71.35742,21.058594,66.22571,17.555664,-15.882427,-37.210175,-35.198242
732,41.922363,-19.697754,68.8457,13.182617,59.001587,8.324707,-16.050713,-37.983337,-30.299072
733,40.89673,-17.278809,77.13379,14.542969,67.94763,1.3569336,5.483616,-33.80594,-22.835693
734,46.15454,-16.24878,80.430664,14.845703,63.84326,-22.992188,-15.926659,-60.885498,-58.73535
735,54.72827,-10.56665,78.39453,16.617188,64.83252,-29.849121,-37.97068,-74.01657,-77.907715
736,54.491455,-15.284424,79.14551,9.572266,66.22168,-13.776855,-24.21249,-56.463867,-61.74878
737,35.299316,-27.293701,72.55859,3.4638672,66.773926,-7.9262695,1.5616875,-34.848175,-31.25586
738,43.803223,-12.297852,75.24902,20.84668,68.49243,5.692383,18.577473,-21.934418,-13.476074
739,59.39087,-10.235107,86.58984,28.765625,69.1134,16.08252,-7.697029,-38.047577,-31.130371
740,53.519775,-8.499512,74.72754,8.736328,46.765747,-24.643555,-70.86627,-92.2587,-90.39136
741,34.553955,-25.135254,63.529297,-3.600586,41.68994,-36.27002,-56.468964,-86.46475,-85.10156
742,38.388184,-11.905273,75.271484,24.238281,67.15674,-9.179199,6.805744,-37.49591,-30.611328
743,30.412842,-28.508057,72.18555,21.743164,56.915527,-3.0419922,7.9126244,-35.69516,-27.592773
744,40.82422,-17.041748,77.22656,35.679688,61.87024,16.398438,-18.110443,-46.2706,-39.44873
745,23.906982,-38.84424,64.609375,-5.0585938,47.879517,-12.893555,-60.446712,-80.44272,-80.5022
746,34.360596,-22.41455,74.89551,-2.4082031,54.408813,-30.093262,-44.63553,-79.8259,-72.05127
747,40.84082,-14.756836,79.81055,11.873047,62.789307,-24.872559,4.6151924,-44.350586,-39.28711
748,48.696533,-16.482666,79.01465,23.079102,59.587036,-10.931152,-6.049488,-47.791046,-45.570557
749,37.441406,-29.80664,70.634766,12.707031,58.195435,-3.3461914,-42.749577,-67.74295,-62.794434
750,35.680664,-30.709229,74.600586,-1.1044922,53.078003,-6.0810547,-40.947933,-59.08069,-56.838867
751,31.073975,-27.182617,76.5918,3.7207031,58.35034,-23.095215,-15.844688,-52.99112,-51.6333
752,24.546387,-37.92578,80.331055,2.149414,62.425293,-36.035645,-6.566181,-59.686676,-64.275635
753,32.952393,-33.242676,79.91797,4.6552734,64.40015,-24.277344,-14.857376,-55.660156,-67.001465
754,30.755127,-29.768066,67.98242,-1.7207031,55.35901,-15.370117,-44.669987,-69.30719,-73.166016
755,30.510742,-28.61084,64.3457,-7.100586,50.63318,-20.145996,-33.18995,-66.78293,-60.56543
756,34.843994,-21.924316,72.83301,1.3291016,61.46289,-17.72461,-2.6163216,-45.704407,-36.523926
757,32.60913,-35.357666,77.07715,-4.330078,56.627075,-29.5708,-8.82357,-57.06482,-60.07959
758,44.73877,-26.51416,82.793945,5.176758,65.03186,-16.589355,-23.677513,-55.051727,-65.1958
759,42.15039,-22.70337,81.88965,4.3251953,69.572266,-9.733398,-19.343292,-47.212677,-53.98413
760,29.318604,-28.673584,83.21973,4.9375,73.03784,-4.3276367,0.970356,-35.527466,-27.540527
761,25.479248,-28.237793,79.81055,8.422852,64.29199,-8.811035,-0.41902924,-42.561127,-33.449463
762,31.347412,-29.610596,75.9375,11.327148,51.437256,-12.719238,-35.26976,-68.00278,-63.857178
763,37.624023,-24.318604,74.072266,7.2802734,55.24597,-19.634766,-42.49541,-68.440735,-79.21289
764,46.553223,-14.199463,85.17383,14.151367,63.69751,-21.124023,-19.300278,-49.692596,-53.949707
765,43.260498,-15.118652,85.762695,27.710938,63.18164,-4.3168945,4.285412,-35.770355,-30.18457
766,45.11084,-15.469482,78.572266,25.424805,62.834106,5.6313477,3.379078,-38.006104,-30.395508
767,41.6687,-15.911865,80.63867,22.930664,62.487427,7.6987305,-21.710201,-48.306458,-47.947754
768,25.956543,-28.475586,66.78418,-0.7890625,48.555298,-9.92627,-48.631336,-65.35651,-67.504395
769,47.34253,0.27246094,88.612305,22.257812,67.68921,-7.692383,-14.122738,-44.402527,-43.663086
770,53.43286,4.19458,80.862305,18.21582,41.686157,-48.558594,-38.231194,-82.93854,-84.00366
771,51.077637,-0.77246094,86.20117,30.53418,63.426025,-8.161621,-11.6110115,-50.906372,-51.57202
772,46.97876,-7.7507324,80.31348,17.220703,61.444824,10.957031,-20.68169,-40.1416,-40.952393
773,46.572998,-2.958252,72.83984,18.833984,63.17737,14.789551,-10.076092,-31.082123,-22.687744
774,46.53711,-4.7990723,80.02637,19.475586,70.84253,-2.8671875,12.245922,-31.515808,-21.350342
775,50.331787,-1.8427734,78.11914,26.19336,50.79065,-16.886719,-23.468319,-63.641846,-58.184814
776,53.484375,-6.3830566,74.54883,18.12207,45.329224,-30.336426,-57.500378,-89.9487,-100.57568
777,56.65454,8.348633,78.802734,16.911133,63.12854,-17.33545,-33.00673,-64.00241,-78.38916
778,48.292725,4.7680664,77.07129,17.46875,69.29651,0.42089844,5.1205406,-26.45465,-24.33081
779,35.52954,-1.199707,74.506836,22.191406,66.05444,1.78125,21.239925,-19.843689,-12.645996
780,46.35205,4.987549,76.79297,44.543945,74.26831,22.224121,5.891659,-30.713104,-21.478516
781,42.086914,-0.5175781,67.41113,26.051758,48.118286,-2.5297852,-51.740448,-76.84375,-74.910645
782,58.048096,16.28125,73.02637,19.493164,55.053467,-10.956543,-40.441223,-67.191895,-64.75708
783,54.28296,11.800293,70.42578,23.814453,56.097168,-22.753418,-2.4805489,-46.277344,-47.597656
784,52.75757,5.990967,81.49219,35.535156,70.14783,-9.260254,16.422146,-26.490631,-26.519043
785,51.91626,4.286133,75.28906,32.282227,60.63867,6.526367,-20.642216,-47.077515,-40.93799
786,44.301025,-4.8256836,69.57324,23.871094,57.997437,16.361816,-43.840317,-58.13388,-49.54297
787,34.046143,-4.006592,67.00098,9.944336,46.44397,-8.236816,-41.335205,-67.64459,-55.332275
788,57.265137,13.952393,87.146484,29.114258,62.95703,-10.852539,1.9777489,-43.25238,-37.304443
789,54.655518,10.226318,74.02344,35.166992,50.89734,-8.016113,-8.398964,-47.612854,-48.346436
790,54.004883,6.0393066,72.75,29.032227,58.5802,-1.8344727,-22.17532,-48.119904,-56.665283
791,40.99829,-0.7805176,68.06738,15.640625,66.77832,-2.1108398,-20.559193,-44.17871,-46.53882
792,50.29419,7.4936523,77.65234,22.079102,68.85913,6.5805664,-2.7929878,-33.848602,-23.486572
793,55.03369,10.237793,83.76465,33.725586,66.70947,7.348633,-5.3190956,-36.88568,-21.57129
794,58.918213,10.636963,78.66016,31.841797,62.020996,3.9257812,-19.185543,-44.573853,-41.233887
795,56.01831,7.211914,73.03613,21.012695,53.14868,-3.5371094,-38.848183,-57.474884,-66.08911
796,53.98706,11.197266,72.26172,21.504883,56.314087,-5.321289,-19.600758,-50.196136,-52.65796
797,51.40918,13.801758,74.19336,26.973633,51.72888,-11.737793,-5.349804,-46.399994,-42.463623
798,62.537598,17.790283,84.34473,33.679688,56.39807,0.1586914,-10.607151,-45.193268,-37.822266
799,48.61377,1.0361328,72.34082,23.131836,47.87854,10.953125,-44.92008,-59.220734,-49.385986
800,44.296875,5.0476074,72.62793,22.330078,60.87451,10.358398,-28.722546,-43.483917,-40.12036
801,45.23291,3.128662,77.54492,21.911133,70.07214,2.088379,5.425686,-31.083496,-30.41333
802,55.046143,13.808105,78.91016,28.65332,56.802734,-8.678223,-5.5490875,-53.0047,-51.78711
803,56.317383,8.474609,74.63672,33.788086,45.63806,1.8310547,-37.237137,-67.19824,-61.733643
804,34.19507,-15.705078,63.052734,4.7929688,36.490112,-6.0927734,-65.63283,-78.11368,-68.82764
805,43.038574,-2.291748,79.87109,10.949219,60.96338,0.5229492,-27.705513,-43.983154,-34.806396
806,46.61084,13.175049,79.288086,15.0078125,63.82068,-8.244629,4.2693825,-33.776855,-27.311035
807,52.927246,14.968506,84.81152,32.291992,67.994385,-3.6860352,9.382206,-40.650146,-38.559814
808,50.931152,6.659668,72.43652,19.72461,45.501953,-10.67627,-46.569542,-78.700134,-86.38599
809,38.937256,-0.7944336,62.996094,13.307617,33.76416,3.9169922,-62.47358,-76.588715,-71.23511
